,accuracy,batch_size,coverage@1,coverage@10,coverage@5,diversity@10,diversity@5,embedding_dim,epc@10,epc@5,epd@5,epochs_trained,map@1,map@10,map@5,name,nr_hidden_layers,nr_item_samples,precision,recall
0,0.6955806685346451,48,0.0055871303342645215,0.02167421250361237,0.01367883633561314,0.2391986787473181,0.21418316652939687,40,0.6654378898442843,0.6391584872623919,0.3101891461856713,1,0.17919921875,0.07966070281374993,0.09831610785590278,NeuralLogicRec,3,4096,0.9032021940498295,0.7111931277050383
1,0.7143493188294749,48,0.005490800500915134,0.02620171467103362,0.015123783835853964,0.2481707685108882,0.23085132228384345,40,0.6772448325477336,0.6570448932762236,0.31383158343093775,2,0.1533203125,0.07304102375994523,0.0897446017795139,NeuralLogicRec,3,4096,0.9015287657215498,0.7391495935862602
2,0.7226779686249221,48,0.007321067334553511,0.027068683171178113,0.017724689336287448,0.2416081612827884,0.22654987646950103,40,0.6869177725702742,0.6652674835537306,0.31055841299509857,3,0.16796875,0.08099360136578504,0.09830674913194445,NeuralLogicRec,3,4096,0.9004641791415736,0.7490360650021779
3,0.7307073604227226,48,0.007706386667951064,0.03188517483864753,0.019362296503227048,0.24369264143770766,0.22677145654199837,40,0.681585217987053,0.6569569814481548,0.31018861311535195,4,0.19189453125,0.08915724489303822,0.10969794379340278,NeuralLogicRec,3,4096,0.8997072154023402,0.7608955716977728
